id,unit,type,star,rate,freq,status,typeName
DI-F11-075,CM1-EQ,EQ-T56,5,0.300,3,meta_only,"방정식 또는 부등식의 해의 집합의 연산"
DI-F11-092,CM1-EQ,EQ-T56,5,0.300,3,meta_only,"방정식 또는 부등식의 해의 집합의 연산"
DI-F11-093,CM1-EQ,EQ-T06,5,0.310,3,meta_only,"조건을 만족시키는 복소수 구하기"
DI-F12-040,CM2-GM,T14,5,0.400,3,meta_only,"대칭이동의 활용(1) 거리의 최솟값"
DI-F12-052,CM2-GM,T20,5,0.300,3,meta_only,"외분"
DI-F12-053,CM1-EQ,EQ-T42,5,0.320,3,meta_only,"정수 조건의 부정방정식"
DI-F12-057,CM1-EQ,EQ-T56,5,0.300,3,meta_only,"방정식 또는 부등식의 해의 집합의 연산"
DI-F12-058,CM2-ST,T10,5,0.300,3,meta_only,"합집합과 교집합"
DI-F12-059,CM2-GM,T19,5,0.300,3,meta_only,"좌표평면 위의 두 점 사이의 거리 구하기"
DI-F12-092,CM1-EQ,EQ-T56,5,0.300,3,meta_only,"방정식 또는 부등식의 해의 집합의 연산"
DI-F12-093,CM2-GM,T23,5,0.300,3,meta_only,"원의 방정식"
DI-F13-012,CM1-EQ,EQ-T49,5,0.310,3,meta_only,"연립일차방정식의 활용"
DI-F13-013,CM1-EQ,EQ-T56,5,0.300,3,meta_only,"방정식 또는 부등식의 해의 집합의 연산"
DI-F13-014,CM2-GM,T14,5,0.350,3,meta_only,"대칭이동의 활용(1) 거리의 최솟값"
DI-F13-022,CM1-EQ,EQ-T42,5,0.310,3,meta_only,"정수 조건의 부정방정식"
DI-F13-039,CM1-EQ,EQ-T42,5,0.320,3,meta_only,"정수 조건의 부정방정식"
DI-F2-029,CM2-GM,T22,5,0.400,3,meta_only,"점과 직선 사이의 거리의 활용"
DI-F2-148,CM1-EQ,EQ-T23,5,0.380,3,meta_only,"이차함수의 그래프와 직선의 위치 관계"
DI-F3-058,CM2-ST,T13,5,0.370,3,meta_only,"집합의 연산의 성질"
DI-F3-059,CM1-EQ,EQ-T22,5,0.380,3,meta_only,"이차함수의 그래프"
DI-F3-079,CM2-GM,T20,5,0.290,3,meta_only,"외분"
DI-F3-147,CM2-GM,T24,5,0.370,3,meta_only,"원과 직선의 위치 관계"
DI-F4-030,CM2-GM,T24,5,0.370,3,meta_only,"원과 직선의 위치 관계"
DI-F4-088,CM1-EQ,EQ-T25,5,0.400,3,meta_only,"이차함수와 이차방정식의 활용"
DI-F4-118,CM2-GM,T24,5,0.380,3,meta_only,"원과 직선의 위치 관계"
DI-F4-119,CM1-EQ,EQ-T30,5,0.320,3,meta_only,"이차함수 최대·최소의 활용"
DI-F5-023,CM2-GM,T07,5,0.370,3,meta_only,"점의 대칭이동"
DI-F5-048,CM1-EQ,EQ-T26,5,0.390,3,meta_only,"제한된 범위에서의 이차함수의 최대·최소"
DI-F5-101,CM2-GM,T28,5,0.340,3,meta_only,"직선의 방정식(3) 두 점이 주어질 때"
DI-F6-027,CM1-EQ,EQ-T49,5,0.320,3,meta_only,"연립일차방정식의 활용"
DI-F6-066,CM1-PL,PL-T10,5,0.350,3,meta_only,"다항식의 나눗셈(1) 몫과 나머지"
DI-F6-067,CM2-GM,T28,5,0.300,3,meta_only,"직선의 방정식(3) 두 점이 주어질 때"
DI-F6-079,CM2-GM,T24,5,0.340,3,meta_only,"원과 직선의 위치 관계"
DI-F6-108,CM1-EQ,EQ-T12,5,0.390,3,meta_only,"이차방정식의 활용"
DI-F6-123,CM2-RF,M03,5,0.300,3,meta_only,"무리수가 서로 같을 조건"
DI-F6-137,CM2-GM,T20,5,0.300,3,meta_only,"좌표평면 위의 선분의 내분점 구하기"
DI-F7-017,CM1-EQ,EQ-T49,5,0.310,3,meta_only,"연립일차방정식의 활용"
DI-F7-020,CM2-GM,T24,5,0.390,3,meta_only,"원과 직선의 위치 관계"
DI-F7-027,CM1-EQ,EQ-T30,5,0.360,3,meta_only,"이차함수 최대·최소의 활용"
DI-F7-097,CM2-RF,R03,5,0.300,3,meta_only,"유리식의 값(4) 관계식이 주어질 때"
DI-F7-106,CM1-EQ,EQ-T49,5,0.320,3,meta_only,"연립일차방정식의 활용"
DI-F7-121,CM2-ST,T02,5,0.300,3,meta_only,"집합의 표현 방법"
DI-F7-128,CM2-RF,M03,5,0.300,3,meta_only,"무리수가 서로 같을 조건"
DI-F8-015,CM2-GM,T20,5,0.300,3,meta_only,"외분"
DI-F8-047,CM2-GM,T19,5,0.400,3,meta_only,"좌표평면 위의 두 점 사이의 거리 구하기"
DI-F8-095,CM1-EQ,EQ-T49,5,0.330,3,meta_only,"연립일차방정식의 활용"
DI-F9-053,CM1-EQ,EQ-T49,5,0.310,3,meta_only,"연립일차방정식의 활용"
DI-F9-077,CM2-ST,T23,5,0.300,3,meta_only,"조건의 진리집합"
DI-F9-080,CM2-ST,T18,5,0.300,3,meta_only,"유한집합의 원소의 개수"
DI-F9-100,CM2-GM,T20,5,0.300,3,meta_only,"외분"
DI-F9-107,CM2-GM,T19,5,0.400,3,meta_only,"좌표평면 위의 두 점 사이의 거리 구하기"
